0.00519	-2.6943184910957E-12	-2.69509787162537E-12	-1.96871521796579E-12	-2.21811698746264E-12	-2.77225654406346E-12	-2.36308176598269E-12	-2.03652132404775E-12	-2.19629433263167E-12	-2.53220734092274E-12	-2.32333335896913E-12	-2.77537406618217E-12	-2.32956840320655E-12	-2.24149840335297E-12	-2.38568380134334E-12	-2.0973130053626E-12	-2.86812034921382E-12
0.00559	-2.98268928707643E-12	-2.29683442096009E-12	-2.67561335838343E-12	-2.46362185431111E-12	-1.8915565455277E-12	-2.30930450943493E-12	-3.01620264985257E-12	-1.71931344846893E-12	-2.63118866819181E-12	-2.93982335794416E-12	-2.59533716382663E-12	-2.71302362380796E-12	-2.59923406647502E-12	-2.56650008422856E-12	-2.89773680934157E-12	-2.59455778329696E-12
0.00599	-2.31631893420203E-12	-2.64911442037439E-12	-2.04899141252259E-12	-2.68262778315053E-12	-2.5719557479363E-12	-2.6280711460731E-12	-1.80270716514445E-12	-2.03652132404775E-12	-2.09185734165486E-12	-2.04353574881484E-12	-2.6140422965389E-12	-2.79018229624605E-12	-2.72861123440151E-12	-2.2266901732891E-12	-2.04119760722581E-12	-2.69120096897699E-12
0.00639	-2.59377840276728E-12	-2.35528796068591E-12	-2.36464052704204E-12	-2.13784079290584E-12	-2.70834734062989E-12	-2.89539866775253E-12	-2.5859845974705E-12	-1.73256291747345E-12	-2.68964220791763E-12	-2.91176565887577E-12	-3.49785981719337E-12	-2.66080512831956E-12	-2.8057699068396E-12	-2.78706477412734E-12	-2.47687132331563E-12	-2.50181150026531E-12
0.00679	-2.15264902296972E-12	-2.19551495210199E-12	-2.48544450914208E-12	-2.72783185387184E-12	-2.17369229727101E-12	-1.96637707637676E-12	-2.18927990786457E-12	-2.35528796068591E-12	-1.96325955425804E-12	-2.40594769511496E-12	-2.67015769467569E-12	-2.55247123469436E-12	-2.83928326961574E-12	-1.93286371360062E-12	-2.58520521694082E-12	-2.86889972974349E-12
0.00719	-2.68964220791763E-12	-2.38958070399173E-12	-2.74575760605442E-12	-2.22980769540781E-12	-2.2789086687775E-12	-3.09024380017195E-12	-2.12770884602003E-12	-2.29527565990073E-12	-2.63508557084019E-12	-2.71302362380796E-12	-3.04114282680226E-12	-2.92189760576158E-12	-2.69977415480344E-12	-2.65145256196343E-12	-2.74731636711378E-12	-2.88760486245576E-12
0.00759	-2.53532486304145E-12	-2.37399309339818E-12	-2.03340380192903E-12	-2.83460698643768E-12	-2.06146150099743E-12	-2.4114033588227E-12	-2.51194344715112E-12	-1.9928760143858E-12	-2.02015433292451E-12	-2.30073132360847E-12	-2.54155990727887E-12	-2.38802194293237E-12	-2.72393495122345E-12	-2.4846651286124E-12	-1.82686796156445E-12	-2.85876778285768E-12
0.00799	-2.73016999546087E-12	-2.53922176568984E-12	-2.58364645588147E-12	-2.02560999663226E-12	-2.54311866833823E-12	-2.76602149982604E-12	-1.45900035155659E-12	-2.46440123484078E-12	-2.37866937657624E-12	-1.9055853950619E-12	-3.01932017197128E-12	-2.73718442022797E-12	-2.87747291556995E-12	-2.61482167706857E-12	-2.46829813748917E-12	-3.4269361889927E-12
0.00839	-2.44413734106917E-12	-1.73412167853281E-12	-2.4986939781466E-12	-2.85253273862026E-12	-1.72476911217668E-12	-2.61326291600922E-12	-2.48544450914208E-12	-2.36931681022011E-12	-2.34593539432978E-12	-2.66704017255698E-12	-2.59455778329696E-12	-2.67405459732408E-12	-2.99827689766999E-12	-2.90942751728673E-12	-2.14563459820262E-12	-2.10276866907035E-12
0.00879	-2.63352680978084E-12	-2.20019123528006E-12	-1.98196468697031E-12	-2.11679751860455E-12	-2.27657052718847E-12	-2.59845468594534E-12	-2.26020353606524E-12	-2.78394725200863E-12	-2.75277203082152E-12	-1.77387008554637E-12	-2.53532486304145E-12	-3.05127477368807E-12	-2.7184792875157E-12	-2.45426928795498E-12	-2.47219504013756E-12	-2.84006265014542E-12
