-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38
-53.451402182048071,-48.141888572482422,-42.802402594806622,-37.435884614009268,-32.05307495868982,-26.673273183520578,-21.324402373851754,-16.041975297421345,-10.865738484453228,-5.8261047077163273,-0.92383951625583494
-64.967599426810182,-58.209037697946172,-49.625816109697368,-35.397437274778603,-28.541272991568004,-20.596624173428182,-6.5134702808749969,-0.12039264146229922,6.2440479196391427,8.286659679452594,19.39892442358471
-77.719530510444869,-64.084506105300576,-50.4820559949856,-36.366304055613398,-22.079086042614559,-9.2343664976859756,1.2524012900285066,10.591836680711653,19.316088955394711,27.639445031215729,35.717000218788705
-86.6587548937609,-70.319038206461244,-53.508294946833445,-35.920977168972513,-18.202431726265683,-4.2796528744482973,6.5329026686238612,16.255204768357139,25.331727727832657,34.048304446881659,42.578083233071851
-91.322512688812992,-74.567092530415707,-55.94661631140395,-35.040836613373365,-15.219860742952338,-0.43167507077117606,10.109007854545521,21.468990698576121,29.91809720897816,37.515149602974638,44.881533895072003
-97.935911420492545,-80.094871318373521,-58.218951530997181,-35.175774553250065,-12.896048264679781,0.5583082371487792,11.35512703981888,21.100121433920112,30.304476115419391,39.272806224129461,48.146470190944179
-101.31002383404383,-83.492420275505722,-60.03069196818857,-34.864932390602199,-11.327931636859558,1.6507629706577354,12.348615645501345,22.031996181341544,31.232302712425895,40.23715145179429,49.171730146983975
-101.87099431990846,-87.368877027644103,-62.714474568755598,-33.057102510223487,-12.631576722067608,1.8419287698495088,16.247583247131132,24.154343245907299,31.175328859945857,39.245590373571098,49.784598888696685
-105.4374446343212,-87.870712877683061,-62.850875065515702,-34.344184911929183,-9.5938041993903731,2.6961622325002432,13.225297091546677,22.815202811275604,31.996888133062921,41.026893698278123,50.010578237291
-106.66229329819717,-89.214751029753003,-63.949499061320331,-34.12681525882531,-9.1522974793583565,2.930378680031422,13.404200174318598,22.966855727327026,32.141999994287282,41.175953898060868,50.168894077269577
-107.11974704200762,-87.979435319117584,-68.727365282533469,-32.240755373692643,-5.9869550954105133,1.2611855602050774,11.148593646514167,25.115086561240005,33.559920027236039,38.286800890248649,51.300583354175593
-108.15675530773521,-90.888813450085678,-65.691560789143054,-33.762551994321591,-8.689570016082337,3.1561034279042146,13.56517244066031,23.098918159882722,32.267193595753824,41.304463776582409,50.305633195823894
-108.59955476080181,-91.394590688918683,-66.383428228588357,-33.610485590930018,-8.5746832165294453,3.2081123809249203,13.600088299066016,23.12706675702249,32.293961324216113,41.332130573657565,50.335223634639874
-107.90857185877769,-93.525384746999734,-68.905498350682905,-33.643929720216498,-10.050956368944048,1.2106846681155061,11.829084763972633,25.942134105587435,32.980487638535564,39.652302192937064,51.663556042554326
-109.1394292138511,-92.020881321652283,-67.496852340418641,-33.355669465521686,-8.4542380007981333,3.2612569618195164,13.635516273960656,23.156372226326059,32.322568690710717,41.362196737166073,50.367664145454214
-109.29929813010258,-92.209416823821002,-67.944227135770845,-33.249306305345158,-8.423815581255214,3.2751000076069396,13.645273249594547,23.165051890048602,32.331454454116439,41.371766175018614,50.378110249178754
-109.87699677451819,-93.171382265883921,-67.872981968507716,-31.014624987465016,-9.5366594324837344,0.04376762431831116,16.013544504197561,22.010395857584495,31.811947922626501,39.135841953258286,48.980362165800756
-109.49420343437971,-92.442484241291439,-68.669093688380286,-33.071103531925104,-8.3906642896879369,3.2921503125536939,13.658774192631748,23.178143818810295,32.345442398429974,41.387119777094711,50.395005110921481
-109.55191239760147,-92.512565269392354,-68.961592412396797,-32.996733406886626,-8.3816120955962976,3.2980120437968488,13.664129422940075,23.183740278341812,32.351604428444396,41.393970473689713,50.40258027127593
-107.71486147908409,-89.860449133518145,-71.192763141209696,-33.905239876017596,-10.807777580911594,5.8021923806313538,17.902370087287476,24.180012340919468,29.113303703324455,43.816297810561082,51.526999195965978
-109.62225310837809,-92.599156036036717,-69.4362979066414,-32.872154050724767,-8.3704879621794923,3.3075027408648863,13.673775723607164,23.194240995988036,32.363341210428032,41.407086725127257,50.417111107494001
-109.64307342850556,-92.625181582379994,-69.62792454888033,-32.820171612125755,-8.3668220961244177,3.3116857282877818,13.67834744595025,23.19933215358142,32.369072514598486,41.41350752333156,50.42423304951037
-113.80738426415411,-91.733193750300018,-72.312299471127716,-30.830879895462822,-11.105493137788237,3.8072458117825136,12.032526166513446,24.021450339417559,31.172304486231127,44.486419881074788,51.373126837828707
-109.66845238562686,-92.657325836003622,-69.93873830537143,-32.733107017062977,-8.3612520516294762,3.3195727435731093,13.687288242317289,23.209386143333386,32.380424552121021,41.426236877251711,50.438355473396236
-109.67597554157331,-92.666983376173164,-70.064075640167502,-32.696782891295925,-8.3589469279613517,3.3233923163201058,13.691706248326215,23.214377889749684,32.386069240857744,41.432572012129704,50.445382528564174
-107.34700871631482,-93.603127799733983,-69.702871713306777,-36.243674562616462,-4.5435815602499403,-1.370048595083575,12.566873824282862,22.932134202683301,28.414969149197177,41.889095223940231,53.139913324321839
-109.68513634232508,-92.678916120833648,-70.267122603533039,-32.635950062956802,-8.3547854145921914,3.3309181875798362,13.700489985362543,23.224322262324364,32.397317776418156,41.445199558327609,50.459391001432721
-109.68784893247965,-92.682502067614223,-70.348896047566697,-32.610572013539176,-8.352828051841799,3.3346488515405732,13.704864262166385,23.229279364567311,32.402926695433088,41.451493993573472,50.466375519179685
-110.69603208742227,-93.764706398882723,-70.459992839379638,-32.297960575936827,-8.7841642358547496,5.6026275412124988,13.021255865385506,22.438220622137283,32.397600283242262,39.81690799683247,50.559633987057808
-109.69115437063184,-92.68692893713542,-70.481214170673113,-32.568072893462471,-8.3490316564943576,3.3420729064950194,13.713586846937933,23.239167409344827,32.414117540264726,41.464053045734417,50.48031039133123
-109.6921323278,-92.688257988269925,-70.534442636121341,-32.550343747785142,-8.3471672722476562,3.3457719282579497,13.717936753582734,23.244099246509929,32.419699258897147,41.470319461223511,50.487262032168324
-113.72311330323029,-91.56010259444956,-69.375601955068475,-30.491553115060867,-8.0053989548384106,-1.5829846661461993,15.485777390911558,21.138615728170866,32.289784582230432,41.963641738636866,51.798145793791782
